Date,Close
8/14/2019 16:00:00,59.77
8/15/2019 16:00:00,57.11
8/16/2019 16:00:00,58.76
8/19/2019 16:00:00,59.18
8/20/2019 16:00:00,61.31
8/21/2019 16:00:00,63.09
8/22/2019 16:00:00,67.59
8/23/2019 16:00:00,66.81
8/26/2019 16:00:00,69.85
8/27/2019 16:00:00,69.59
8/28/2019 16:00:00,70.52
8/29/2019 16:00:00,73.3
8/30/2019 16:00:00,72.43
9/3/2019 16:00:00,69.16
9/4/2019 16:00:00,68.46
9/5/2019 16:00:00,69.96
9/6/2019 16:00:00,68.57
9/9/2019 16:00:00,62.15
9/10/2019 16:00:00,62.36
9/11/2019 16:00:00,62.92
9/12/2019 16:00:00,63.43
9/13/2019 16:00:00,61.47
9/16/2019 16:00:00,60.26
9/17/2019 16:00:00,60.91
9/18/2019 16:00:00,61.19
9/19/2019 16:00:00,61.55
9/20/2019 16:00:00,63.88
9/23/2019 16:00:00,64.89
9/24/2019 16:00:00,64.16
9/25/2019 16:00:00,64.66
9/26/2019 16:00:00,61.01
9/27/2019 16:00:00,58.81
9/30/2019 16:00:00,58.98
10/1/2019 16:00:00,55.98
10/2/2019 16:00:00,54.75
10/3/2019 16:00:00,56.28
10/4/2019 16:00:00,57.22
10/7/2019 16:00:00,56.76
10/8/2019 16:00:00,53.13
10/9/2019 16:00:00,55.23
10/10/2019 16:00:00,55.12
10/11/2019 16:00:00,56.54
10/14/2019 16:00:00,56.62
10/15/2019 16:00:00,61.99
10/16/2019 16:00:00,59.33
10/17/2019 16:00:00,63.03
10/18/2019 16:00:00,63.58
10/21/2019 16:00:00,63.43
10/22/2019 16:00:00,62.69
10/23/2019 16:00:00,61.35
10/24/2019 16:00:00,63.13
10/25/2019 16:00:00,63.59
10/28/2019 16:00:00,65.64
10/29/2019 16:00:00,65.24
10/30/2019 16:00:00,63.07
10/31/2019 16:00:00,61.58
11/1/2019 16:00:00,62.35
11/4/2019 16:00:00,62.59
11/5/2019 16:00:00,58.3
11/6/2019 16:00:00,57.2
11/7/2019 16:00:00,59.21
11/8/2019 16:00:00,57.36
11/11/2019 16:00:00,58.73
11/12/2019 16:00:00,61.43
11/13/2019 16:00:00,62.64
11/14/2019 16:00:00,62.57
11/15/2019 16:00:00,64.27
11/18/2019 16:00:00,63.12
11/19/2019 16:00:00,66.74
11/20/2019 16:00:00,68.55
11/21/2019 16:00:00,67.84
11/22/2019 16:00:00,68.43
11/25/2019 16:00:00,71.19
11/26/2019 16:00:00,70.64
11/27/2019 16:00:00,69.38
11/29/2019 13:00:00,69.03
12/2/2019 16:00:00,67.43
12/3/2019 16:00:00,68.39
12/4/2019 16:00:00,63.74
12/5/2019 16:00:00,61.88
12/6/2019 16:00:00,61.22
12/9/2019 16:00:00,58.71
12/10/2019 16:00:00,60.45
12/11/2019 16:00:00,60.27
12/12/2019 16:00:00,57.69
12/13/2019 16:00:00,60.76
12/16/2019 16:00:00,60.71
12/17/2019 16:00:00,62.6
12/18/2019 16:00:00,63.59
12/19/2019 16:00:00,60.46
12/20/2019 16:00:00,60.94
12/23/2019 16:00:00,60.71
12/24/2019 13:00:00,61.43
12/26/2019 16:00:00,60.28
12/27/2019 16:00:00,60.22
12/30/2019 16:00:00,58.83
12/31/2019 16:00:00,59.61
1/2/2020 16:00:00,60.21
1/3/2020 16:00:00,59.35
1/6/2020 16:00:00,61.09
1/7/2020 16:00:00,61.37
1/8/2020 16:00:00,62.08
1/9/2020 16:00:00,65.47
1/10/2020 16:00:00,67.25
1/13/2020 16:00:00,67.91
1/14/2020 16:00:00,67.35
1/15/2020 16:00:00,67.72
1/16/2020 16:00:00,69.52
1/17/2020 16:00:00,68.59
1/21/2020 16:00:00,69.54
1/22/2020 16:00:00,69.39
1/23/2020 16:00:00,68.54
1/24/2020 16:00:00,69.1
1/27/2020 16:00:00,68.85
1/28/2020 16:00:00,70.59
1/29/2020 16:00:00,76.99
1/30/2020 16:00:00,74.03
1/31/2020 16:00:00,76.04
2/3/2020 16:00:00,75.9
2/4/2020 16:00:00,75.07
2/5/2020 16:00:00,74.31
2/6/2020 16:00:00,75
2/7/2020 16:00:00,74.76
2/10/2020 16:00:00,79.42
2/11/2020 16:00:00,78.72
2/12/2020 16:00:00,81.05
2/13/2020 16:00:00,83.02
2/14/2020 16:00:00,86.03
2/18/2020 16:00:00,89.54
2/19/2020 16:00:00,90.04
2/20/2020 16:00:00,89.94
2/21/2020 16:00:00,88
2/24/2020 16:00:00,86.79
2/25/2020 16:00:00,77.94
2/26/2020 16:00:00,76.53
2/27/2020 16:00:00,75.05
2/28/2020 16:00:00,74.66
3/2/2020 16:00:00,78.76
3/3/2020 16:00:00,77.67
3/4/2020 16:00:00,80.61
3/5/2020 16:00:00,77.58
3/6/2020 16:00:00,75.44
3/9/2020 16:00:00,70.2
3/10/2020 16:00:00,71.39
3/11/2020 16:00:00,66.33
3/12/2020 16:00:00,58.91
3/13/2020 16:00:00,57.24
3/16/2020 16:00:00,48.01
3/17/2020 16:00:00,49.3
